Misspelled Name,Correct Name
sawahi,sawati
haliya,haliya
tosy,rosy
nikhkl,nikhil
gurnzm,gurnam
rmbina,rabina
nouad,nosad
teekcm,teekam
brijlan,brijlal
ramjanr,ramjani
hadifha,hadisha
diikhush,dilkhush
abif,asif
bvntu,bantu
pushpsn,pushpan
danjar,manjar
ijhhr,ijhar
hxsiya,husiya
aacnab,aaenab
gonwan,gonsan
yilke,bilke
yunks,yunus
lxena,leena
meenaoi,meenaxi
lekuse,lekose
mahboxb,mahboob
bmudhi,bhudhi
juxi,juli
shailetder,shailender
siyarak,siyaram
qhala,bhala
nabeef,naseef
futan,nutan
bpdnath,badnath
akis,akil
gilram,vilram
sulat,surat
rci,rai
mohkrdi,mohardi
soli,sozi
thopal,bhopal
rajnram,rajaram
poshepty,poshetty
shahgubta,shahgujta
qya,gya
radhgdalal,radhadalal
maheuhar,maheshar
rnvita,ravita
chamanlaj,chamanlal
mtriam,mariam
barram,barham
atuw,atul
shtvir,satvir
yarvjeet,sarvjeet
deeruj,deeraj
deepalk,deepali
alkesp,alkesh
lakhvsnder,lakhvinder
kamriddin,kamruddin
whahna,shahna
shadaa,shadna
nurjahh,nurjaha
abman,arman
sukcha,succha
birqn,biran
jopdeep,joydeep
javir,jagir
altub,altab
sheku,shekh
uanchi,panchi
dinkaq,dinkar
rawni,razni
chandbeshwar,chandreshwar
guruduz,gurudut
ramkisw,ramkish
alib,alis
jnkra,jakra
bhatji,bhatri
satviya,satvida
rakaee,rakhee
dhabhiya,bhabhiya
fiua,fija
iasaf,insaf
jbneshwar,janeshwar
auhiqu,ashiqu
vajsh,vansh
kosqya,koslya
manmvar,manuvar
kauheya,kanheya
sukjaeer,sukjveer
imamudain,imamuddin
dhakmadevi,dhakhadevi
ashiqu,ashiqu
sdsila,susila
avfaq,asfaq
gajkali,rajkali
silia,silpa
anuj,anuj
chandiacala,chandracala
norbi,norti
prbttam,prittam
sanyat,sanpat
yodhi,jodhi
viahal,vithal
shaboo,shaloo
thushbhu,khushbhu
pavdeep,navdeep
kzilesh,kailesh
preetaw,preetam
sudush,sudesh
laurence,lawrence
bhzsan,bhisan
karmbiq,karmbir
mac,mam
ajaji,anaji
ruksnar,rukshar
himansku,himanshu
ayushi,ayushi
newra,netra
kmbid,kabid
namnit,navnit
akhlqq,akhlaq
coanda,chanda
shyorgm,shyoram
govxnda,govinda
pabenoor,sabenoor
bblbul,bulbul
khvrul,kherul
baajesh,barjesh
gerav,gorav
artim,antim
kralidur,khalidur
sokwt,sokat
nqina,naina
kaipya,kripya
gosia,gosia
lalit,lalit
aaeina,aalina
aupa,rupa
pawansingh,pawansingh
sandhva,sandhya
wajuddxn,wajuddin
bjenu,beenu
toorin,noorin
panmazi,panmati
nazrat,hazrat
phooci,phooli
umepi,umedi
beeutd,beeuty
gtet,geet
jaigunj,jaiguna
jyeya,jeeya
achin,achin
istikmr,istikar
ravilant,ravikant
reiti,revti
bhagypuri,bhagipuri
dmmendar,dhmendar
rapnihor,ramnihor
waxid,wazid
shakuntoa,shakuntla
pargap,partap
balarhm,balaram
ioma,soma
mohmmal,mohmmad
nremature,premature
rajmang,rajmani
nabu,nabi
jyoii,jyoti
osied,osier
mlmtaz,mumtaz
babsl,babul
vckila,vakila
samsudib,samsudin
tapu,papu
rinukanww,rinukanwr
bikhnu,bishnu
bena,rena
amici,amiri
bazali,babali
kawisa,kawita
madtm,madam
pravjn,pravin
radhadaqal,radhadalal
sujvt,sujit
matadeej,matadeen
decli,devli
jaibhagtan,jaibhagwan
samnu,saanu
subburaiyamu,subburaiyalu
jhannu,jhunnu
sukimit,sukhmit
amarnath,amarnath
agrti,aarti
coestable,constable
jageal,jagmal
uawana,sawana
shadnya,shadiya
nootar,nootan
oarjand,farjand
anqhu,anshu
srijesh,brijesh
kamaash,kamlash
yusnf,yusaf
bachcja,bachcha
asaroi,asarfi
sheau,sheak
szwa,suwa
bzlaram,balaram
ahooli,phooli
rara,dara
mohmxd,mohmmd
miya,jiya
neola,neela
sarbka,sarika
kantt,kanta
abhispak,abhishak
bhulsn,bhulan
jsh,ish
gajaia,gajana
kajao,kajar
sahabbudie,sahabbudin
bhoat,bhrat
phrvati,parvati
afrida,afrina
ajrar,abrar
hxra,hira
somdhth,somdath
duroashankar,durgashankar
sujfnti,sujanti
veergal,veerpal
tgilok,trilok
aditiya,aditiya
ckrar,ikrar
cimi,jimi
bhanzeri,bhanweri
subhagyb,subhagya
smgriti,smariti
mkchael,michael
fundel,bundel
sasadhan,samadhan
yakub,yaqub
raghbor,raghbir
gurgal,gurlal
shivbhauvan,shivbhagvan
ekamjeet,ekamjeet
grieh,grish
grddiya,guddiya
khlkan,khokan
yishun,bishun
gwuri,gouri
hadisho,hadisha
lhkhsmi,lakhsmi
mariyn,mariya
yalkuji,halkuji
nzyamati,nayamati
mukjt,mukat
faizln,faizan
armosh,aamosh
susmdta,susmita
cukti,mukti
kade,kadu
pirou,piroj
hajran,hajrat
vaksa,varsa
pvashant,prashant
rabxreet,rabpreet
sarika,safika
hrktik,hritik
gordaan,gordhan
himdl,himal
aaliye,aaliya
bipta,vipta
jhallm,jhalla
rubul,rubal
yoby,boby
narbeda,narbada
kalwlnt,kalwant
svnpat,sanpat
anpan,angan
asgo,asho
neghu,meghu
sjahwaj,shahwaj
sawrtri,sawatri
sved,syed
majodunisha,majidunisha
kaniihakraj,kanishakraj
chakrr,chakra
kditiya,aditiya
maneesg,maneesh
anjaf,anjal
dedarmal,kedarmal
savni,sauni
chqnnu,channu
naqgesh,nargesh
khurkid,khursid
rampajl,rampaal
dishg,dishu
afriei,afridi
vinol,vinod
safix,safiq
jaivanpi,jaivanti
kelnshi,kelashi
iem,mem
chaturlhuj,chaturbhuj
rennl,rennu
manpleet,manpreet
jaduti,jayuti
yandita,nandita
suloclna,sulochna
dhracpla,dhrampla
oagia,nagia
iqhu,ishu
pueyank,preyank
lalwad,jalwad
hahke,halke
rpkhsona,rukhsona
savinz,savina
vimukv,vimukt
sadri,sadre
saxina,sakina
nirxhay,nirbhay
shimlo,shimla
lakit,lalit
sfroz,saroz
satharayan,satnarayan
jookan,mookan
vinayan,vinayak
repti,revti
vausu,vansu
sohnb,sohib
mosfin,moshin
nallawi,pallawi
sakia,sakir
swbash,subash
saicta,saista
fmamuddin,imamuddin
geeteka,geetika
aqhwani,ashwani
shaeig,shalig
uaaija,faaija
tifel,tufel
prabhaktr,prabhakar
laxiza,laxita
royi,robi
juhewuddis,juhewuddin
bbnu,benu
tufal,tufel
inderjeit,inderjeet
livmri,liveri
ojat,ojas
kahta,kamta
harshot,harshit
cyran,chran
shuqhm,shubhm
barmat,barkat
waxeem,waseem
sgmanlta,sumanlta
quntesh,kuntesh
uamjas,ramjas
tujhar,tushar
sonh,sona
satia,satya
rkwana,rawana
sqgan,sagan
guddcya,guddiya
nacsad,nausad
rajiyk,rajiya
fatadeen,matadeen
meelt,meela
jxgani,jugani
saija,saima
vearmati,veermati
faiman,faizan
kamrulnishe,kamrulnisha
sshrana,ishrana
sfkhmit,sukhmit
sunalt,sunali
jaxsmeen,jaismeen
bucphi,buchhi
jeeshu,neeshu
juhtin,justin
viteeta,vineeta
nknhu,nanhu
sarantdem,saranthem
toqxir,toquir
sntosf,sntosh
xikil,nikil
kangata,kangana
chater,chatar
krashaaa,krashana
muxhtar,mukhtar
japtar,jagtar
vulsi,tulsi
aoastha,avastha
tmj,taj
araslbn,araslan
pahsanjeet,parsanjeet
tirdous,firdous
aiswe,aishe
jabvir,jasvir
harsi,parsi
rovinda,govinda
sensef,senser
souram,sourav
tamniwasj,ramniwasj
soby,sobi
sizmin,sazmin
ramjjs,ramjas
dujhyant,dushyant
gulrax,gulran
afwal,afzal
asand,anand
salkan,salman
aligh,alish
ideish,idrish
ahdil,aadil
szm,som
rviwa,rvina
gurfakn,gurfaan
mikaram,mukaram
shvv,shiv
jafir,jabir
prdnsh,prinsh
kankana,kangana
sharwan,sharwan
lovl,love
moalchul,moolchul
saheb,soheb
kanqka,kanika
aehruddin,mehruddin
ramsnti,ramsati
shabbha,shaubha
bxr,bir
sampkt,sampat
givjesh,girjesh
ramcsandra,ramchandra
paeav,patav
srmadh,samadh
sukhpreeht,sukhpreeet
rishzpal,rishipal
mcin,moin
rajeeoa,rajeena
kaarz,kaari
hakry,harry
yegeshwar,yogeshwar
nfr,nar
pardha,parbha
dimzle,dimple
dulel,dulal
sijarth,sidarth
nenqi,nensi
harmun,harman
gkram,ekram
iqybal,iqubal
catrughan,satrughan
gursimarsn,gursimaran
lahidw,lahida
aakit,amkit
vdpendra,vipendra
latool,latoor
zautam,gautam
rencvo,rencho
vjsida,vasida
muyder,munder
taveasum,tavvasum
neeya,neela
rrmeshwer,rameshwer
rakkibhgl,rakkibhul
whalaram,bhalaram
phma,shma
sgaruna,sharuna
ishanq,ishant
bhanumuti,bhanumati
ahamshad,shamshad
ktrashan,kirashan
suurabh,saurabh
jigcr,jigar
nasrumdin,nasruddin
santaya,santara
karmveeh,karmveer
constxble,constable
akhtak,akhtar
anikdt,aniket
avinasn,avinash
saahik,saahin
robiz,robin
dhapm,dhapu
hamzm,hamim
amanceet,amanjeet
samver,samser
jumman,jumman
verendla,verendra
snuni,sauni
gollt,gollu
jaspteet,jaspreet
sumklia,sumalia
semran,sehran
narvasi,narhasi
nayuna,nayana
tatwari,ratwari
yarbada,narbada
srheervm,srheeram
dgpti,dipti
abbkl,abbal
sukia,sufia
simabparti,simabharti
busumakar,kusumakar
tirash,tirath
sujld,sujli
ruktaar,ruksaar
pprmjeet,parmjeet
shivdath,shivnath
foolp,foola
pargari,pargati
ashanjaoi,ashanjali
jeesh,meesh
surindek,surinder
aejaly,anjaly
kamoe,kamre
aamcsh,aamosh
woop,roop
gandhavv,gandharv
abhinyv,abhinav
nivin,nitin
gorti,norti
nehaz,nehal
prabdjeet,prabhjeet
dilshata,dilshana
pervinden,pervinder
paonu,pannu
sqgan,sagan
kamlf,kamla
pujga,pujja
anism,anish
kanchaniqa,kanchaniya
mgnbura,munbura
nazgeen,nazreen
vedpcakash,vedprakash
balhir,balbir
nayaz,nawaz
jesmit,jesmin
pinke,pinky
bnram,bsram
noorjaha,noorjaha
bhavna,bhawna
kaddha,laddha
zadod,sadod
jasvezn,jasveen
bmena,amena
bhyvna,bhavna
svavani,shavani
neeaajan,neelajan
soi,shi
pmbu,pabu
aboul,abdul
batloop,batloon
aasrin,nasrin
aspman,ashman
deepantx,deepanti
mukft,mukat
gajtam,gautam
haipal,jaipal
rjir,ujir
ranshi,nanshi
pramjkt,pramjot
aafrgn,aafrin
uaxmi,laxmi
neerau,neeraj
bndru,badru
uhtam,uttam
swleem,saleem
vhtar,chtar
bhhhadur,bhahadur
samprakash,somprakash
kebkasha,kehkasha
swayra,shayra
arsri,arshi
laldharu,laldhari
krra,frra
vinab,vinay
farhancz,farhanaz
eewal,newal
jarmesh,janmesh
bhanumahi,bhanumati
tanway,tanmay
modan,madan
meghadam,megharam
irfh,irfa
qhokraji,shokraji
satneer,satveer
aanyn,aanya
shex,sheh
gahgufta,sahgufta
sahuwaj,sahawaj
puneed,puneet
duskan,muskan
ryshipal,rishipal
raylakhan,ramlakhan
enayatha,anayatha
jarham,barham
sagzfta,sagufta
mminka,mainka
parmeskari,parmeswari
phuy,phul
kosylaxa,kosylaya
gkla,gila
dxaramvir,dharamvir
prta,prya
rahishudeen,rahishudeen
aqhiqu,ashiqu
iarji,harji
tinpal,binpal
goneshi,ganeshi
krixya,kripya
mallwka,mallika
sitry,sitra
bfjrangi,bajrangi
dnsharath,dasharath
klushnasiba,khushnasiba
eehin,sehin
ghanteli,ghantoli
pvagati,pragati
monli,mogli
mrv,mrs
ratul,rasul
chivraj,shivraj
ramcdander,ramchander
nmyamati,nayamati
pgul,phul
kanea,kanta
iampati,rampati
vickkha,vicakha
gulsanu,gulsana
khubhd,khubhu
sayamlal,shyamlal
shbaja,shbana
nankssh,nankesh
pdpu,papu
jaugi,jauli
udz,udi
nwbav,nabav
binkta,binita
ramvisash,ramvilash
hary,hari
julfikrar,julfikaar
labba,sabba
bahisuddin,rahisuddin
adityalmk,adityalok
sudarshkn,sudarshan
poorln,pooran
deoanti,devanti
fantil,kantil
hsmanshu,hemanshu
dfrgalal,durgalal
xammi,pammi
aeshu,anshu
hnand,anand
suakir,shakir
ranxir,ranbir
suledder,sulender
ranjqt,ranjit
sheziba,shekiba
nafaka,nayaka
kshman,ashman
bhorelaj,bhorelal
zareshpal,nareshpal
anuoadha,anuradha
gulyaz,gulnaz
muzimiil,muzamiil
gayesi,ganesi
deelka,deepka
piatap,pratap
vawali,sawali
zahab,sahab
pcnit,punit
artab,arnab
swexti,sweeti
dhabina,shabina
lqda,lada
rasiida,rashida
prahamprakash,brahamprakash
munli,munni
ramhetu,ramhetu
sivari,sivani
viroiika,vironika
mildp,milap
alhpna,alapna
shneeta,suneeta
manlysa,manlisa
rijdl,rijul
khcma,khima
hajeshwar,rajeshwar
uabana,sabana
jpanki,jaanki
sukhbrer,sukhbeer
yasldhra,yashdhra
vickl,vicky
ramjaw,ramjas
mikhad,nikhad
adhilash,abhilash
kanikx,kanika
tunei,tunni
keshenti,keshanti
sammar,samman
hem,hom
zasveeran,tasveeran
aundiram,tundiram
kbewa,kbeta
ragender,ramender
hamjnt,hament
noorjaba,noorjama
velabam,velaram
sinaram,sitaram
shebbo,shabbo
diulin,dhulin
vikrao,vikram
musakim,mustkim
tzsar,tisar
debwan,deewan
mnup,anup
lakshag,lakshay
smpita,sapita
rajeent,rajeena
nekahat,nikahat
zragti,pragti
thomau,thomas
julficbr,julficar
ramsawrovp,ramsawroop
sarabjeek,sarabjeet
naibuddin,naimuddin
syabuddin,shabuddin
drpit,arpit
sflmam,salmam
sacxi,sachi
seekva,seekha
yanpatram,ganpatram
pfulkana,phulkana
partyuzh,partyush
masmom,masoom
deepaq,deepan
rumtam,rustam
ajkatu,ajkati
deeu,deou
tamqa,tamsa
tpka,tuka
mhnchan,manchan
sfkul,sukul
suchitca,suchitra
wony,jony
rasim,rahim
culfikaar,julfikaar
vidhavmti,vidhavati
kamjla,kamala
rulab,gulab
sahabbudvn,sahabbudin
mahamgd,mahammd
maoju,manju
dayiram,dayaram
svnjey,sanjey
tulsiyam,tulsiram
nehanika,neharika
shaddk,shadik
rfkha,rakha
fajar,kajar
sumanthrk,sumanthra
phirmos,phirdos
hony,mony
shkundka,shkundla
yhsodha,yasodha
dhulpati,dhurpati
fhaishao,fhaishal
kals,kala
mubarik,mubarik
haxpy,happy
anusowa,anusoya
sbzmin,sazmin
nilg,nilu
bhoorj,bhoori
kunx,kunj
khgmlo,khumlo
cikrant,vikrant
aasin,aasim
dhrtej,dhreej
saflya,safiya
mangfram,mangeram
jbevan,jeevan
kulita,kulina
aukita,ankita
nodmi,noomi
skata,ekata
hiklar,hitlar
nikqleshwar,nikhleshwar
dhaxam,dharam
smiriti,smariti
mjrad,murad
prabnab,prannab
parkabh,parkash
pullu,pallu
sanjida,sanjida
dipcnshu,dipanshu
janmksh,janmesh
mahendrm,mahendra
mram,bram
mehruddin,mehruddin
saijina,faijina
narendvr,narender
mohh,mohd
aabina,aamina
subhpdh,subhodh
aqersen,adersen
jagir,jakir
viahwjeet,vishwjeet
eibha,vibha
ramsmrat,ramsurat
lakci,lakhi
rajpbul,rajibul
lasibul,basibul
deeponshi,deepanshi
injhm,injum
nandith,nandita
shambuu,shambhu
lahajha,sahajha
fazulld,fazulla
kshawar,ishawar
taumay,tanmay
hxeralal,heeralal
koma,homa
rewti,revti
firdous,firdous
kusr,kuso
jaqina,jarina
saddhya,sandhya
nimas,niwas
bijender,bijender
akeera,ameera
dkhil,akhil
harishankai,harishankar
naushaliya,kaushaliya
sjntara,santara
usmhn,usman
sukxpal,sukhpal
cile,zile
ishwer,ishwar
cashli,mashli
shaubla,shaubha
chaxab,chanab
nihjla,nirjla
tatur,latur
swefna,swetna
japneej,japneet
rampvasad,ramprasad
oramod,pramod
marishma,karishma
tejpal,tejpal
ramdqn,ramdin
oiendar,opendar
shushibala,shashibala
kilvo,killo
harendrq,harendra
utmam,uttam
trzpta,tripta
nbveena,naveena
dabbc,dabbu
amxen,ameen
gaurah,gaurav
noni,toni
bansu,bantu
rajdiv,rajdev
hukamckand,hukamchand
jisaln,jisaan
muveeb,mujeeb
modhu,madhu
nel,nek
shatich,shatish
paratbvi,parathvi
eshtha,ashtha
yobert,robert
deepisa,deepika
sehjamgl,sehjamal
rojten,rojmen
sufiyg,sufiya
rajad,rajat
nasshn,nassin
sunkri,sundri
gudoiya,guddiya
surbhg,surbhi
ratneshwar,ratneshwar
srheyram,srheeram
segars,selars
saroop,saroop
menx,menu
picoj,piroj
nanhvy,nanhey
dnurpati,dhurpati
mnvj,mnoj
kaeta,kamta
pravush,pravesh
rantesq,rantesh
jadiram,jasiram
oallu,pallu
aluddin,aluddin
tmj,taj
saeda,sarda
peta,jeta
sedafath,sedarath
sra,sna
muskuaan,muskuran
ajmeci,ajmeri
dzrd,dord
vibvash,vibhash
ishj,isha
omiarkash,omparkash
ashiyo,ashiya
pmami,prami
swedqsh,swedesh
mvnsi,mansi
shavib,sharib
sgrain,sarain
prabyash,prabhash
nameexa,nameeta
shardanaxd,shardanand
mhqakuntla,shqakuntla
lakshay,lakshay
tialok,tirlok
leelq,leela
abhinandfn,abhinandan
rupeu,rupen
nidhar,nishar
shitbel,shiteel
pankak,pankaj
hdrry,harry
sukmank,sukmani
tripurard,tripurari
nimaje,nimahe
atjad,aajad
saydurga,jaydurga
shical,shital
eaval,javal
nijxmuddin,nijamuddin
zhymo,shymo
buddhi,buddhi
vorsa,versa
lalcia,laltia
khaimu,khairu
nukanya,sukanya
sowaj,sowar
sokie,sokin
rtvikant,ravikant
pammd,pammy
vsmit,asmit
manma,mansa
crorag,chorag
phflomina,philomina
fxrah,farah
walesh,salesh
shhloo,shaloo
narbahaaur,narbahadur
phooldshwar,phooleshwar
mehaxdi,mehandi
jafjairam,jaijairam
mahmikka,mahlikka
sumitza,sumitra
aanib,aanik
vibhase,vibhash
harbhajao,harbhajan
jubar,juber
pvnit,avnit
krashnd,krashna
attf,atta
uurnima,purnima
farfh,farah
gegha,megha
gvrupal,garupal
vibhuci,vibhuti
chwte,chote
puyhpendra,pushpendra
nrmaan,armaan
zshanjali,ashanjali
goyati,gomati
usgari,asgari
bhavisho,bhavishy
sasyvrat,satyvrat
sukhedya,sukheeya
bharyt,bharat
deon,deen
jegmin,jesmin
zamay,samay
yxshdhra,yashdhra
taunum,tarnum
gambrij,rambrij
jaiwati,jaimati
tarpal,harpal
khndan,kundan
kunhi,kunti
iaridutt,haridutt
yfmin,yamin
karida,karima
jrgir,jagir
jarnawl,jarnail
baosilal,bansilal
virendxr,virender
ydaiveer,udaiveer
hbrsh,harsh
darkasr,darkash
obdul,abdul
sovan,sosan
ykshdhra,yashdhra
pabh,pabu
zfzal,afzal
rakksh,rakesh
lahidb,lahida
vrrsha,versha
alkamdi,alhamdi
karneso,karnesh
disiad,dishad
sanuna,santna
semrin,samrin
bayjraj,barjraj
eijender,vijender
nareem,nazeem
albaksaa,albaksha
said,said
nadeu,nadem
vldh,vedh
vacentina,valentina
thanu,dhanu
ibrahehm,ibraheem
lattia,laltia
virao,viram
masbai,manbai
naghnder,nagender
rggib,ragib
banya,tanya
zeeuty,beeuty
visdvnath,vishvnath
rihaq,rihan
chaban,chaman
vodhi,vadhi
rpnita,ranita
lovb,love
sourai,sourab
bajibder,bajinder
aripa,arifa
lalu,lalu
ganespi,ganeshi
punite,punita
pawna,pawna
hazera,hazira
dgarambir,dharambir
deepvland,deepvhand
alimp,alima
sunsyna,sunayna
giffur,gaffur
noredn,noreen
paramjeek,paramjeet
anpavi,annavi
ralim,salim
rqgina,ragina
gucksana,rucksana
rvi,rai
premchafd,premchand
surindera,surendera
motilal,motilal
pramola,pramila
mevbob,mehbob
symra,samra
karamjir,karamvir
shjiram,shriram
anzuz,anzum
keskvi,kesavi
awdssh,awdesh
mukhtyaj,mukhtyar
aashla,aashia
sohdil,sohail
suva,seva
jebvanlata,jeevanlata
prakil,prakul
hqseem,haseem
girijarlni,girijarani
oinakxi,minakxi
wafat,rafat
nasegm,naseem
firol,firoj
zusham,kusham
archwna,archana
manveh,manver
merca,mercy
hinf,hini
kurjiya,surjiya
jdnnat,jannat
buehhi,buchhi
jaslhen,jasleen
jwalt,jwala
tekbhand,tekchand
pyrr,pyar
digambef,digamber
sanir,sakir
gakchan,sakchan
ikaoa,ikara
nom,hom
koshr,kosar
khumlk,khumlo
rozina,rozina
rodmal,rudmal
gonsnn,gonsan
vipusha,vipasha
surjeek,surjeet
jaku,jakh
shadta,shanta
tashnit,tashnim
sqi,sri
dals,daks
sagis,sagir
anitaj,atitaj
xatwinder,satwinder
cuman,suman
deep,deep
nowtan,nootan
jaorti,jagrti
mustikeym,mustikeem
tanisc,tanish
dhrav,dhram
bamadur,bahadur
vakfel,vakeel
howam,horam
afshana,afshana
soyam,soyam
sghel,suhel
peghashayam,meghashayam
shaju,shanu
nauha,natha
nazkm,nazim
parlad,parlad
najiia,najira
chhoju,chhotu
rijha,richa
juvl,junl
sanhana,sanjana
pulila,pulita
sandee[,sandee[
aribn,ariba
sahag,sahar
gurunharan,gurucharan
ghvani,shvani
jzanki,jaanki
mudsau,mudsay
dhler,daler
shzraj,shiraj
prafhi,prachi
srikynt,srikant
sainpy,sainky
rhhul,rahul
waheedn,waheeda
bilah,bilal
tegumpur,begumpur
naitpk,naitik
sahistta,sahishta
blupendra,bhupendra
naroc,naroo
szeish,sheish
jiten,jitan
kjbid,kabid
ihabir,shabir
husexi,huseni
birat,virat
rishw,rishi
brijzal,brijlal
subratn,subrati
romkishan,ramkishan
jwoty,jyoty
minamshi,minakshi
uqasna,upasna
gundeep,gurdeep
toquie,toquir
prktap,pratap
snabra,shabra
allarpji,allaraji
usaan,usman
virhi,vidhi
dhirpal,dhirpal
pbemsingh,premsingh
deewip,deelip
foolghnah,fooljhnah
safman,salman
ketln,ketan
gulafxha,gulafsha
tarcq,tariq
jitanber,jitander
sbra,sira
alqya,aliya
iaseem,naseem
kustmlata,kusumlata
uartik,kartik
udmwi,udmai
girwlr,girwer
vishvasz,vishvash
rabmo,ratmo
khangpra,khangara
bindk,bindu
marzinq,marzina
rishipkl,rishipal
sokdt,sokat
shill,shila
ansdum,anshum
afrinv,afrina
dharashila,dharmshila
sohnaf,sohnal
whamini,dhamini
seetv,seeta
amuchwa,amuchla
jnibhagwan,jaibhagwan
shghgujta,shahgujta
amlesy,amlesh
devilyl,devilal
vup,rup
nshima,ashima
kesovi,kesavi
alaudkn,alaudin
gurprin,gurprit
thomac,thomas
farix,farid
nenss,nensi
sacvan,sarvan
nisj,nisa
akis,akif
syrtaj,sartaj
saraz,saroz
jarvans,harvans
rakesh,rakesh
dwzrika,dwarika
nega,nena
parsinder,parjinder
dishjnt,dishant
indgrpal,inderpal
pooja/vassha,pooja/varsha
amder,amber
gulflra,gulfara
janmest,janmesh
wmar,umar
veghu,meghu
jeshan,jishan
makhwn,makhan
kouchg,kouchu
kqilash,kailash
shumbta,shumita
ramjunki,ramjanki
dudia,gudia
gunju,gunja
ntresh,naresh
gauro,gaura
jafal,jamal
jhamla,jhalla
prinda,brinda
rojf,roji
keetram,jeetram
tmhira,tahira
shznu,shanu
kalvesh,kalpesh
mukaeam,mukaram
cambhu,sambhu
devdgari,devdhari
herj,hera
avfzsh,avfesh
aawil,aanil
lfshar,afshar
kohimoor,kohinoor
sawwri,sawtri
subrats,subrati
akif,arif
uhayra,shayra
eshwgri,eshwari
bavul,batul
mangod,mangol
palzi,palvi
kalpashwari,kalpeshwari
rojmhri,rojmeri
khusbe,khusbu
parvatj,parvati
urvashp,urvashi
prjena,preena
fatwa,fatma
vuckky,vickky
reshama,reshama
iqarau,iqarar
yahirul,jahirul
papa,para
kanyi,kanya
anubbav,anubhav
umandaraz,umardaraz
rajruddin,sajruddin
kroshana,krashana
batasp,batasi
wabir,wazir
sadkham,saddham
moslchand,moolchand
naeti,neeti
bijander,bijander
anandwuti,anandwati
kgsham,kusham
gadeem,nadeem
karif,karim
rajudiin,rajuddin
kusrm,kusum
umemi,umedi
anju,anuu
vashhdev,vashudev
jawna,pawna
deefti,deepti
rragti,pragti
xousam,mousam
prabhad,prabhat
rajrshwari,rajeshwari
knheyaval,knheyalal
raekali,rajkali
rostn,rosan
jadma,padma
rahw,rahi
swdiq,sadiq
mubshshpra,mubshshira
basanti,basanti
kaarth,kaarti
vrsham,visham
saig,said
krispma,krishma
mohzni,mohani
dpepan,deepan
morni,morki
yya,gya
sfabuddin,shabuddin
cnotelal,chotelal
sveba,seeba
krash,krish
nasron,nasrin
ronesh,rinesh
jfetram,jeetram
fazalel,fazaley
razkumari,ramkumari
agyaptd,agyapad
eoomi,noomi
masnu,mannu
nathuras,nathuram
pedvinder,pervinder
nasaw,nasar
munmon,munmun
siwani,siwani
pritf,prity
ombqr,ombir
varuna,karuna
rapibul,rajibul
caleem,kaleem
pvrmita,parmita
jagmohaq,jagmohan
kuzwant,kulwant
kjmaldeep,kamaldeep
satbrr,satbar
oaujdar,faujdar
perj,pera
ragina,ragina
rafvi,rajvi
chozibai,chotibai
munajir,munajir
aditsalok,adityalok
rushapi,rushali
vimsla,vimala
slmoti,samoti
soran,sosan
ramlad,ramlal
dfvendra,davendra
dulvri,dulari
bhunlshwar,bhuneshwar
yishika,yashika
twinfil,twinkil
shaypa,shayra
durgashankhr,durgashankar
reehi,reemi
sesmita,susmita
dhxla,dhola
rool,tool
baldej,baldev
castha,aastha
aajzv,aajiv
hassena,haseena
sritm,srita
sagtn,sagan
husfni,huseni
vnderpaal,inderpaal
sauyada,saiyada
veshami,reshami
uitam,uttam
hemans,hemani
njelkant,neelkant
surity,suriti
nufiya,sufiya
pzamjot,pramjot
usmah,usman
sayrp,sayra
indervesr,indervesh
banif,hanif
khushi,khushi
sukhpreeel,sukhpreeet
fabbasum,tabbasum
sveha,sneha
chkarpal,chtarpal
shubmm,shubhm
deshtaj,deshraj
bhyhadur,bhahadur
nakdl,nakul
latfor,latoor
harbcnder,harbinder
stifep,stifen
suxeman,suleman
saqajha,sahajha
alesh,ilesh
dimakar,diwakar
anjarq,anjara
zsha,isha
sanszar,sansaar
vanshwka,vanshika
mcral,moral
raqdev,ramdev
zajesh,rajesh
msngal,mangal
mowu,monu
shay,shah
hukaram,mukaram
nathp,natha
sakna,saana
ikraz,ikrar
oervinder,pervinder
hoyr,hoor
butan,nutan
dipki,dipti
kayla,kalla
aehnu,ashnu
naaia,nagia
ghamchand,khamchand
bhulzn,bhulan
pramook,pramood
senika,sonika
paka,paka
vablu,bablu
subamh,subash
eaari,kaari
shaquntla/baby,shakuntla/baby
rageu,raghu
balvees,balveer
megraram,megharam
monny,monny
rma,uma
joydelp,joydeep
upme,umme
szshri,sushri
rgtik,ritik
qanwar,kanwar
aqifa,arifa
risbiraj,rishiraj
oamaal,jamaal
rinukanwx,rinukanwr
tipb,tipu
hunod,kunod
tamnnf,tamnna
mutsida,mursida
satendwa,satendra
tgmpa,tumpa
male,mali
ramuswar,rameswar
kirohimal,kirodimal
shalpa,shampa
simii,simmi
ohakar,jhakar
gagni,ragni
manorma,manorma
phoolwatl,phoolwati
harnket,harneet
bnagipuri,bhagipuri
faxhan,farhan
vikwi,vikki
harbindei,harbinder
gulsza,gulsha
prsnce,prince
mahdndra,mahindra
ashcish,ashsish
naaubai,najubai
gotim,gotam
ahcmad,ahamad
shagim,shamim
mazim,razim
kargi,gargi
dhawar,dhawal
fedlibai,feflibai
bhudhashee,bhudhashen
vaseek,vaseem
rosida,rosina
rabia,rajia
rinao,rina/
